cons_12m,cons_gas_12m,cons_last_month,forecast_cons_12m,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,pow_max,var_year_price_off_peak_var,var_year_price_peak_var,var_year_price_mid_peak_var,var_year_price_off_peak_fix,var_year_price_peak_fix,var_year_price_mid_peak_fix,var_year_price_off_peak,var_year_price_peak,var_year_price_mid_peak,var_6m_price_off_peak_var,var_6m_price_peak_var,var_6m_price_mid_peak_var,var_6m_price_off_peak_fix,var_6m_price_peak_fix,var_6m_price_mid_peak_fix,var_6m_price_off_peak,var_6m_price_peak,var_6m_price_mid_peak,offpeak_diff_dec_january_energy,offpeak_diff_dec_january_power,off_peak_peak_var_mean_diff,peak_mid_peak_var_mean_diff,off_peak_mid_peak_var_mean_diff,off_peak_peak_fix_mean_diff,peak_mid_peak_fix_mean_diff,off_peak_mid_peak_fix_mean_diff,off_peak_peak_var_max_monthly_diff,peak_mid_peak_var_max_monthly_diff,off_peak_mid_peak_var_max_monthly_diff,off_peak_peak_fix_max_monthly_diff,peak_mid_peak_fix_max_monthly_diff,off_peak_mid_peak_fix_max_monthly_diff,tenure,months_activ,months_to_end,months_modif_prod,months_renewal,channel_MISSING,channel_ewpakwlliwisiwduibdlfmalxowmwpci,channel_foosdfpfkusacimwkcsosbicdxkicaua,channel_lmkebamcaaclubfxadlmueccxoimlema,channel_usilxuppasemubllopkaafesmlibmsdf,origin_up_kamkkxfxxuwbdslkwifmmcsiusiuosws,origin_up_ldkssxwpmemidmecebumciepifcamkci,origin_up_lxidpiddsbxsbosboudacockeimpuepw,actual_churn,predicted_churn,churn_probability,customer_id,probability_bucket
4.037027879755775,0.0,0.0,3.213063303057505,0.0,1.0421815945157662,0.144058,0.0,44.31137796,0,0.0,8.8,8.8,1,242.68,13.2,6.7771567500001145e-06,0.0006089452740833,0.0,0.0047887273333853,0.0,0.0,0.0047955044901353,0.0006089452740833,0.0,5.13680786666662e-06,0.0,0.0,0.0084281942399997,0.0,0.0,0.0084333310478664,0.0,0.0,-0.0039650000000001,0.1777787999999986,0.1403921666666666,0.0071235833333333,0.1475157499999999,44.29656026,0.0,44.29656026,0.149902,0.085483,0.149902,44.44470996,0.0,44.44470996,6,62,9,4,2,0,0,1,0,0,0,0,1,1,0,0.35111854170696477,2d2323174a489751dedef1bc0486eb4c,30-40%
6.522345756175859,5.938480696960235,5.707422831605018,3.2837466044895818,0.0,1.2787536009528289,0.1446309999999999,0.0,44.31137796,1,2.574216527187456,8.8,8.8,2,160.56,13.2,3.484098628787961e-06,0.0006089452740833,0.0,0.0083802259640179,0.0,0.0,0.0083837100626467,0.0006089452740833,0.0,1.665749666667187e-07,0.0012178905481666,0.0,0.0052676214,0.0,0.0,0.0052677879749666,0.0012178905481666,0.0,-0.0030379999999999,0.1777787999999986,0.1406638333333333,0.0071235833333333,0.1477874166666666,44.34100546,0.0,44.34100546,0.149555,0.085483,0.149555,44.44470996,0.0,44.44470996,6,62,9,62,2,0,0,0,1,0,1,0,0,0,0,0.08257481179794776,82de487f61d2a33de9de116878cfcdca,0-10%
3.3475251599986895,0.0,2.57978359661681,2.518987457440955,0.0,1.2893659515200318,0.142822,0.0,44.31137796,0,1.7469454096151047,14.64,14.64,1,29.83,10.392,9.117841909090989e-06,0.0,0.0,0.0083802421258029,0.0,0.0,0.008389359967712,0.0,0.0,2.3688166666666405e-06,0.0,0.0,0.0052676214,0.0,0.0,0.0052699902166666,0.0,0.0,-0.006669,0.1777787999999986,0.1478635,0.0,0.1478635,44.34100536,0.0,44.34100536,0.151367,0.0,0.151367,44.44470996,0.0,44.44470996,5,53,6,7,5,0,0,1,0,0,0,0,1,0,0,0.2412157960065577,22d87a69b37386a8fc3dd5772c1b6091,20-30%
4.32956058217531,0.0,3.454387467146955,3.167385280270153,0.0,2.125806458139527,0.115174,0.098837,40.606701,0,2.433481808392985,37.14,37.14,2,108.42,33.0,1.6444611174242435e-05,2.7590520833333404e-06,2.1628199696969702e-06,0.0064342301777895,0.002316379736708,0.0010295337055138,0.0064506747889637,0.0023191387887914,0.0010316965254835,1.0351424166666688e-05,1.917144166666672e-06,2.4115046666666737e-06,0.0070774185983995,0.0025481209343999,0.0011326372224,0.0070877700225662,0.0025500380785666,0.0011350487270667,-0.007801,0.1629156000000051,0.020616,0.02955475,0.05017075,16.248111839999993,8.124053520000004,24.372165359999997,0.022581,0.031859,0.05444,16.29155496,8.14577508,24.43733004,7,76,7,76,4,1,0,0,0,0,0,1,0,0,1,0.5684151341733922,0cc1382f41380dad1ab0c3a78b1301ff,50-60%
2.9960736544852753,0.0,2.4913616938342726,2.1685564068637246,0.0,1.315550534421905,0.141666,0.0,44.31137796,0,1.6552345070342942,12.36,12.36,1,7.08,10.392,1.4444686022727243e-05,0.0,0.0,0.0076619559755671,0.0,0.0,0.0076764006615899,0.0,0.0,2.6172346666666665e-06,0.0,0.0,0.0084281942399997,0.0,0.0,0.0084308114746664,0.0,0.0,-0.007829,0.1777787999999986,0.1473732499999999,0.0,0.1473732499999999,44.32619026,0.0,44.32619026,0.151367,0.0,0.151367,44.44470996,0.0,44.44470996,6,64,7,6,4,0,0,0,1,0,0,0,1,0,0,0.22576304455845972,a3fd33cf338605e6f76cda362a353b2d,20-30%
4.5672381654716725,0.0,3.660675788338524,3.6020979904326924,0.0,2.085326262423989,0.115174,0.098837,40.606701,0,2.68656477457419,12.54,12.54,1,484.93,20.0,5.76156164469698e-05,2.549395462878789e-05,0.0004367621615454,1.043146844915117,49.76525829032387,22.117896917891716,1.043204460531564,49.7652837842785,22.118333680053254,0.0001250826857666,4.213086736666666e-05,0.00090031143,2.0862936898302347,99.53051658064771,44.23579383578343,2.086418772516001,99.5305587115151,44.23669414721344,-0.007718,0.0,0.0242488333333333,0.0345990833333333,0.0588479166666666,18.62283621,7.46696049,26.0897967,0.0605499999999999,0.085483,0.146033,44.26692996,8.14577508,44.26692996,11,124,7,17,4,0,0,0,1,0,0,0,1,0,0,0.16886342262735282,bae05c764a6fe28c7d926ca84dec9856,10-20%
3.733919151012391,3.9304905653062696,2.6655809910179533,2.913029295578773,0.0,1.310480891462675,0.1457109999999999,0.0,44.31137796,1,1.840043330603494,11.54,11.54,2,76.3,11.951,5.14461051515148e-06,0.0,0.0,0.0,0.0,0.0,5.14461051515148e-06,0.0,0.0,3.235335066666676e-06,0.0,0.0,0.0,0.0,0.0,3.235335066666676e-06,0.0,0.0,-0.0043659999999999,0.0,0.1501308333333333,0.0,0.1501308333333333,44.44470995999999,0.0,44.44470995999999,0.151966,0.0,0.151966,44.44470996,0.0,44.44470996,5,51,8,16,3,0,0,0,0,1,0,0,1,0,0,0.27723227377587306,d4932a168b3d7c397787fc8a8004337b,20-30%
4.490506272469347,0.0,0.0,3.239832320559958,0.0,1.221153321954705,0.1640569999999999,0.0868029999999999,44.31137796,0,0.0,17.13,17.13,1,132.45,10.35,4.124790265151757e-06,9.980146969696962e-07,0.0,0.0083803067727277,0.0,0.0,0.0083844315629929,9.980146969696962e-07,0.0,3.569730666666869e-06,9.450150000000093e-08,0.0,0.0,0.0,0.0,3.569730666666869e-06,9.450150000000093e-08,0.0,-0.0035730000000001,0.1777799999999985,0.0815689166666666,0.0867471666666666,0.1683160833333332,44.37063496,0.0,44.37063496,0.083971,0.088063,0.170684,44.44470996,0.0,44.44470996,5,55,4,55,6,0,0,0,1,0,0,1,0,0,0,0.21965871625901653,66f9e90551c1fe6d78932c3524746a20,20-30%
4.041629508475138,0.0,3.0232524596337114,3.059930538754727,0.0,1.3304137733491908,0.115174,0.098837,40.606701,0,2.034106829707644,28.47,28.47,1,120.35,19.8,1.658110026515159e-05,3.035138333333253e-06,2.3794751515151604e-06,0.0070375170099823,0.0025335061235934,0.0011260027215971,0.0070540981102474,0.0025365412619267,0.0011283821967486,1.110032016666668e-05,2.896760166666548e-06,4.860000000000553e-10,0.0,0.0,0.0,1.110032016666668e-05,2.896760166666548e-06,4.860000000000553e-10,-0.007801,0.1629156000000051,0.02038975,0.0291124999999999,0.04950225,16.26440236,8.132198780000003,24.39660114,0.022581,0.031859,0.05444,16.29155496,8.14577508,24.43733004,4,43,4,43,7,0,0,0,1,0,1,0,0,0,0,0.307953745299969,ad449435d06358d85b4e93ffe2ae658c,30-40%
4.020775488193558,0.0,2.8709888137605755,3.0667357953509287,0.0,2.1183308740573024,0.120372,0.103487,40.606701,0,1.9044450410769096,30.0,30.0,1,128.67,15.001,1.622139117424237e-05,4.042427537878779e-06,1.319223333333297e-06,0.0040214382914185,0.0014477177849105,0.0006434301266268,0.0040376596825927,0.0014517602124484,0.0006447493499602,1.1100320166666622e-05,2.896760166666666e-06,4.859999999979743e-10,0.0,0.0,0.0,1.1100320166666622e-05,2.896760166666666e-06,4.859999999979743e-10,-0.006756,0.1629156000000051,0.0205448333333333,0.03063325,0.0511780833333333,16.28069392,8.140344559999996,24.421038479999996,0.0222249999999999,0.033742,0.055866,16.29155496,8.14577508,24.43733004,2,34,1,34,10,0,1,0,0,0,0,0,1,0,0,0.3218279499489796,a30caac548ad508f7ecba4979be50c9c,30-40%
